<<<<<<< HEAD
"sim","censoring","n","distX","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_weibull","beta_weibull","gamma_weibull","se_alpha_weibull","se_beta_weibull","se_gamma_weibull"
"11422-1","heavy",2000,"gamma",0.4915,0.979067205206039,0.497996437130592,0.234471630430462,1.03536295869813,0.471531054160649,0.131586739448195,0.0811924724171634,0.0199997698027067,0.0851723065716448
"11422-2","heavy",2000,"gamma",0.508,0.96508227759467,0.51096781598092,0.270065574323961,1.16558976843678,0.436739568459686,0.100978381941195,0.0815578971406443,0.0191205847069395,0.0899038318828923
"11422-3","heavy",2000,"gamma",0.501,0.900923528820529,0.513797254539505,0.318499521796048,0.975334526299224,0.476762683022109,0.30134137809528,0.0802665329055588,0.0194967095033036,0.0871894844461455
"11422-4","heavy",2000,"gamma",0.494,1.02326710880236,0.496077621629972,0.188799219836582,1.15319984931667,0.456774762082814,0.183146066380728,0.0853713886939135,0.0211181089384057,0.0858615796805824
"11422-5","heavy",2000,"gamma",0.514,1.00101496856904,0.503529537335802,0.27920899409523,NA,NA,NA,NA,NA,NA
"11422-6","heavy",2000,"gamma",0.507,1.01144791222419,0.50701339478236,0.234562606580692,1.09070199875607,0.473183159869141,0.153183105913914,0.0820363422552106,0.019766763471621,0.0912956385595697
"11422-7","heavy",2000,"gamma",0.5205,0.962953603088319,0.497913285562347,0.331801152610582,1.02311254353956,0.447171125847336,0.351440636795223,0.0792096220115784,0.0187889145006813,0.0831400857800942
"11422-8","heavy",2000,"gamma",0.502,1.00392033874754,0.493987253499181,0.231554418078757,1.0477924827249,0.499419140594957,0.278665899421563,0.0874209302083537,0.0231652849923208,0.0884425928503381
"11422-9","heavy",2000,"gamma",0.516,1.07371077069144,0.506889863644948,0.176434457439727,NA,NA,NA,NA,NA,NA
"11422-10","heavy",2000,"gamma",0.512,1.06189573500938,0.496879351781823,0.218289337264287,1.26122010474052,0.402319352999729,0.198236415014485,0.0782870133776868,0.019204854984502,0.0884286954356749
"11422-11","heavy",2000,"gamma",0.502,1.09663720899853,0.48727303074746,0.236124421989828,1.32280054990131,0.403852168747968,0.172316403554737,0.0787514491496582,0.0187206172102078,0.0839794418274322
"11422-12","heavy",2000,"gamma",0.4915,1.02906256850207,0.478845235389085,0.32336450714447,1.32055324820598,0.38639902938119,0.18199534327097,0.0809309653166736,0.0208567730849854,0.0889042453445979
"11422-13","heavy",2000,"gamma",0.486,0.964745728085175,0.501684391623823,0.29141541922804,1.12176823946364,0.452749352183774,0.143581629522646,0.0803763285155931,0.0193904542324804,0.0861164457461858
"11422-14","heavy",2000,"gamma",0.502,1.03726304893861,0.485216656754475,0.289506814017937,1.08971933420928,0.475391136832344,0.252735251625065,0.0837906668031254,0.0214284752978476,0.0839711525916271
"11422-15","heavy",2000,"gamma",0.5005,0.973473376835789,0.506931434098566,0.263399940576755,NA,NA,NA,NA,NA,NA
"11422-16","heavy",2000,"gamma",0.504,1.04052919558962,0.49833567463251,0.186554750039089,1.35827701770526,0.381809442397888,0.0642379544963821,0.0785395410036052,0.0188840880965231,0.0882062477915267
"11422-17","heavy",2000,"gamma",0.5,1.01042633018284,0.506590011663302,0.222823201975124,1.17470079566282,0.450470604391397,0.193211383503455,0.088425684372054,0.0228514263763701,0.0880782534519673
"11422-18","heavy",2000,"gamma",0.5035,0.988145678381987,0.507540555817874,0.242561557669478,0.930465284729877,0.531868893719097,0.24067872867351,0.086277877508541,0.0228412239811366,0.0909571617612001
"11422-19","heavy",2000,"gamma",0.5195,0.960252478365506,0.506360610919709,0.245846458024788,1.01768241439865,0.483937227983717,0.190045920850492,0.0847296252558124,0.0209971764330343,0.089560479302798
"11422-20","heavy",2000,"gamma",0.4985,1.00112077738238,0.497525875973578,0.227673538270856,NA,NA,NA,NA,NA,NA
"11422-21","heavy",2000,"gamma",0.51,1.04657823925575,0.509098702074917,0.205257531643093,1.05631468096671,0.506929914752406,0.176511517985707,0.0846751890093588,0.0223159483700428,0.0891211868651406
"11422-22","heavy",2000,"gamma",0.5005,0.969864225032972,0.509950971307764,0.227711636798438,NA,NA,NA,NA,NA,NA
"11422-23","heavy",2000,"gamma",0.5325,0.976780188575477,0.496825989929999,0.336180905740858,1.39216233274128,0.338050456255637,0.221016183633136,0.0803222021883661,0.0166097800693193,0.0915262864592941
"11422-24","heavy",2000,"gamma",0.5135,1.01093468995755,0.496280857764272,0.222025676281127,1.07044939294948,0.449368473907094,0.30189275964278,0.0830154810630097,0.0206874889262708,0.0871926184595533
"11422-25","heavy",2000,"gamma",0.5065,0.988692820254071,0.502194822407412,0.304675246205746,NA,NA,NA,NA,NA,NA
"11422-26","heavy",2000,"gamma",0.493,0.978874887089577,0.501655512553621,0.260775312570491,1.36553638565038,0.344181017142644,0.0599037133515019,0.0726157303408932,0.0167491125858152,0.0897632578086432
"11422-27","heavy",2000,"gamma",0.514,0.948522671950947,0.501901596659799,0.247532424931907,NA,NA,NA,NA,NA,NA
"11422-28","heavy",2000,"gamma",0.511,1.0179599836922,0.500520247614197,0.223447114464999,1.18685884201779,0.453445236438815,0.193437921498814,0.103308329435803,0.0294423970673379,0.0931039409849653
"11422-29","heavy",2000,"gamma",0.5045,0.957844697163014,0.499735738435992,0.348636851450075,1.00515510657743,0.480512717266015,0.38393533415537,0.0896339730763527,0.0222388562183964,0.0901622376119465
"11422-30","heavy",2000,"gamma",0.512,0.997459921000401,0.500951446477648,0.250445504845654,0.889666548525845,0.53241183968401,0.345737548434678,0.0834001052327053,0.0220882721433151,0.0851310908046573
"11422-31","heavy",2000,"gamma",0.502,0.930290277112589,0.50846010470096,0.288275820232181,1.07284338230364,0.462404452354281,0.196723416564783,0.0823262867368949,0.0206613989251187,0.0875457151477474
"11422-32","heavy",2000,"gamma",0.5055,0.983595361782299,0.502451329664255,0.251110102270505,0.997582415994333,0.489576837158339,0.27450348541344,0.0838696942269624,0.0216423994626603,0.0869578598298091
"11422-33","heavy",2000,"gamma",0.513,0.981696803483719,0.498645625258432,0.275302061146289,1.08474365541618,0.469597173934336,0.252021320413654,0.0900120680998986,0.0214497127721118,0.090394361442951
"11422-34","heavy",2000,"gamma",0.51,0.949136574411662,0.511647261277551,0.269117286137988,1.02600406410163,0.516756302303777,0.0895559876543306,0.0815389045628365,0.0211024357900229,0.0888108241391135
"11422-35","heavy",2000,"gamma",0.513,1.02419085399721,0.495509814795611,0.291788120261373,1.1751537937464,0.446485413925331,0.182882298339347,0.0851910552289209,0.020929100551701,0.0883212829016747
"11422-36","heavy",2000,"gamma",0.5185,0.96015558326009,0.501725883382615,0.279584583528747,NA,NA,NA,NA,NA,NA
"11422-37","heavy",2000,"gamma",0.504,0.99244983484666,0.499596506681402,0.264028676735535,0.973888397324147,0.516576990966412,0.240656632217009,0.0846089724618989,0.0216178598468492,0.0882093545764206
"11422-38","heavy",2000,"gamma",0.5255,0.975852878770689,0.496107182647164,0.282706697600255,0.943586471118697,0.514291660719384,0.236696722559937,0.0819359280345821,0.0206202509687422,0.0854479126847613
"11422-39","heavy",2000,"gamma",0.52,0.969811611810058,0.507302805121282,0.231082466233161,NA,NA,NA,NA,NA,NA
"11422-40","heavy",2000,"gamma",0.503,0.974204901281185,0.492934631728827,0.280324393915672,NA,NA,NA,NA,NA,NA
"11422-41","heavy",2000,"gamma",0.5075,1.01900629148415,0.517607071651703,0.169982675966456,1.13480901174464,0.458137706637899,0.207247288702591,0.0861302233777152,0.0205912040530869,0.0882341815623965
"11422-42","heavy",2000,"gamma",0.5255,0.961239155134917,0.50353482501267,0.249041897260144,1.05234187673864,0.45441735857192,0.276266995128115,0.0906617094921201,0.0231792441841067,0.0884293801819484
"11422-43","heavy",2000,"gamma",0.518,0.992486521478371,0.491863962992191,0.268621868844045,1.0751532213718,0.445894339407412,0.223755387380969,0.0805246316873151,0.0189957045146046,0.0851554147172821
"11422-44","heavy",2000,"gamma",0.5025,0.953748555346471,0.514548500082143,0.244464704056521,1.13413486811194,0.439255220113645,0.124944025369299,0.0776184045084055,0.0189128262441727,0.0877881760666769
"11422-45","heavy",2000,"gamma",0.5135,1.02164269662183,0.493495924102859,0.235113307043866,1.08560749040815,0.490478087691408,0.12111913091919,0.0830521871922616,0.0209252983577372,0.0895326272039062
"11422-46","heavy",2000,"gamma",0.5075,1.07368872599253,0.489494503354336,0.174638913738911,NA,NA,NA,NA,NA,NA
"11422-47","heavy",2000,"gamma",0.5055,0.954972482304219,0.498816207149148,0.266289429019493,1.02246876443815,0.487331371019564,0.226744258968728,0.0865445115975347,0.021388212790021,0.0913801667727956
"11422-48","heavy",2000,"gamma",0.513,0.993189210607663,0.491285984083457,0.300796974649429,1.29295719948781,0.368855701478023,0.271530244103241,0.0788332196494268,0.0187461158645617,0.0883849139930643
"11422-49","heavy",2000,"gamma",0.5135,1.0305043893099,0.489761943880216,0.188540360956829,1.13298178553988,0.440183016737919,0.171495728400082,0.0825492241747954,0.0198595833875628,0.085764648714527
"11422-50","heavy",2000,"gamma",0.5115,1.01914487093005,0.496894410244974,0.237170145298244,NA,NA,NA,NA,NA,NA
"11422-51","heavy",2000,"gamma",0.5115,1.00543808336621,0.508194906749777,0.176078447193363,0.99638038587478,0.516569814450006,0.118229085245076,0.0832065957077966,0.0218046867597452,0.0869777332624606
"11422-52","heavy",2000,"gamma",0.507,1.0287399815151,0.498535265772156,0.224087306872142,1.09894779918483,0.498871270674482,0.18208256023949,0.083569662718353,0.0212825115796754,0.0902989228540523
"11422-53","heavy",2000,"gamma",0.508,0.935185331049106,0.510142991304037,0.321072002956674,0.929884090823515,0.484235609861698,0.451282844638585,0.0838607166067419,0.0207167562841882,0.0874517767421203
"11422-54","heavy",2000,"gamma",0.505,0.957566636321691,0.506299713951244,0.252420074687475,1.09607963538355,0.439601952867299,0.197928982086441,0.0778295494586981,0.0178617857640826,0.0845055751163341
"11422-55","heavy",2000,"gamma",0.4865,1.07243104471057,0.488315536614096,0.206395254976757,1.19646017157931,0.437790522067366,0.207769503489787,0.0846758431125636,0.0191959782624414,0.0929653943730089
"11422-56","heavy",2000,"gamma",0.5225,1.02884192874732,0.502194957174307,0.257676597599165,NA,NA,NA,NA,NA,NA
"11422-57","heavy",2000,"gamma",0.5075,1.03798864723422,0.495859775764673,0.220235836109463,1.17002550529487,0.437525297428504,0.213833232576241,0.0858548444818317,0.0221239234308023,0.0880539866385029
"11422-58","heavy",2000,"gamma",0.5045,0.990308049736739,0.508572358029949,0.244530456223521,1.07209787310692,0.479750579693605,0.192135938766225,0.0830867349443454,0.0198268513098946,0.0906168291471501
"11422-59","heavy",2000,"gamma",0.5035,1.02035043084729,0.500072684408884,0.286314222370758,0.961966055080894,0.507883274027428,0.335746993904893,0.0875351382269758,0.0215221645067267,0.0831596320371698
"11422-60","heavy",2000,"gamma",0.4985,1.01594593370656,0.499338759266294,0.242805904497287,1.25178644791457,0.423661837298998,0.182927359190645,0.0843325102790024,0.0226677608579683,0.0901170603161171
"11422-61","heavy",2000,"gamma",0.4995,1.02242752201917,0.500317343868903,0.286940612642621,NA,NA,NA,NA,NA,NA
"11422-62","heavy",2000,"gamma",0.5255,0.979955803012946,0.499836931520675,0.335110033560687,0.998798067386484,0.474137165279557,0.274208373468717,0.0824494836090496,0.0192764597035938,0.090699539400713
"11422-63","heavy",2000,"gamma",0.493,1.02503842411142,0.494108116791888,0.264330989076581,NA,NA,NA,NA,NA,NA
"11422-64","heavy",2000,"gamma",0.508,0.977990794584622,0.497266538123688,0.304135005859938,1.37523811952065,0.332597496524312,0.210464023644587,0.0781946721856266,0.0153966579494188,0.0896520309310318
"11422-65","heavy",2000,"gamma",0.508,1.00186557258553,0.493155895191852,0.338849826285966,1.13602285921918,0.437039093426814,0.364177293324649,0.0873322761854127,0.0229121795067563,0.0908182972730801
"11422-66","heavy",2000,"gamma",0.5045,1.05683612672818,0.497177691377133,0.17845918108867,1.18785622841005,0.463797246988853,0.0687103916353578,0.0880996850995126,0.0223792245411141,0.0903107164734485
"11422-67","heavy",2000,"gamma",0.5175,0.999996204991281,0.50120742535476,0.260058577528633,1.38834217401743,0.335363679433151,0.167075652774391,0.0843054041881657,0.0171761611600259,0.0895446356094242
"11422-68","heavy",2000,"gamma",0.486,0.97501139285067,0.50067987854277,0.259442890460313,0.96087402817288,0.505985375850594,0.226892384944047,0.0804491171585588,0.0204345074702942,0.0865211725154847
"11422-69","heavy",2000,"gamma",0.493,0.956452272846331,0.505688754172795,0.302597466776728,1.00755843136192,0.497696269018694,0.303192769146048,0.0880666010438058,0.0216502535173846,0.0923692636803086
"11422-70","heavy",2000,"gamma",0.5155,1.03244127972269,0.488890707382975,0.22141079473124,1.12505683028858,0.457351024462009,0.105739499185954,0.0808482690891064,0.0206473283734656,0.0859514528797698
"11422-71","heavy",2000,"gamma",0.5075,0.952155045881929,0.508551730084323,0.250648141246707,0.912761139110569,0.524999986850559,0.234529683140389,0.0852699497669005,0.0218440805386791,0.0868850281135649
"11422-72","heavy",2000,"gamma",0.494,0.92115526511306,0.514788064596867,0.303641039655587,1.0434644644466,0.468148202776324,0.300492336931907,0.0873046064580877,0.0207281956613074,0.0925995412968501
"11422-73","heavy",2000,"gamma",0.509,0.974589522082483,0.510032245025536,0.250529872559409,1.09723346320638,0.4530917371786,0.241661208808952,0.0804722207856697,0.018648260469243,0.0863404940753639
